pair,metatile,kind,treatment,cells,maps,example_map,x,y
building__rom_082d4d4c,298,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,0,1
building__rom_082d4d4c,299,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,1,1
building__rom_082d4d4c,29A,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,11,1
building__rom_082d4d4c,29B,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,12,1
building__rom_082d4d4c,29C,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,1,15
building__rom_082d4d4c,29D,flat,native_fallback,10,1,FR_CELADON_CITY_GYM,9,15
building__rom_082d4d4c,29E,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,5,11
building__rom_082d4d4c,29F,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,7,11
building__rom_082d4d4c,2A0,flat,native_fallback,30,1,FR_CELADON_CITY_GYM,0,15
building__rom_082d4d4c,2A1,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,1,2
building__rom_082d4d4c,2A2,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,11,2
building__rom_082d4d4c,2A3,flat,native_fallback,2,1,FR_CELADON_CITY_GYM,12,17
building__rom_082d4d4c,2A4,flat,native_fallback,3,1,FR_CELADON_CITY_GYM,1,16
building__rom_082d4d4c,2A5,flat,native_fallback,31,1,FR_CELADON_CITY_GYM,6,15
building__rom_082d4d4c,2A6,flat,native_fallback,3,1,FR_CELADON_CITY_GYM,5,12
building__rom_082d4d4c,2A7,flat,native_fallback,3,1,FR_CELADON_CITY_GYM,7,13
building__rom_082d4d4c,2A8,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,2,11
building__rom_082d4d4c,2A9,flat,native_fallback,4,1,FR_CELADON_CITY_GYM,3,11
building__rom_082d4d4c,2AA,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,10,11
building__rom_082d4d4c,2AB,flat,native_fallback,2,1,FR_CELADON_CITY_GYM,2,10
building__rom_082d4d4c,2AD,flat,native_fallback,2,1,FR_CELADON_CITY_GYM,10,10
building__rom_082d4d4c,2AE,flat,native_fallback,2,1,FR_CELADON_CITY_GYM,5,15
building__rom_082d4d4c,2AF,flat,native_fallback,2,1,FR_CELADON_CITY_GYM,7,10
building__rom_082d4d4c,2B0,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,5,18
building__rom_082d4d4c,2B1,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,6,18
building__rom_082d4d4c,2B2,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,7,18
building__rom_082d4d4c,2B3,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,6,0
building__rom_082d4d4c,2B6,flat,native_fallback,4,1,FR_CELADON_CITY_GYM,8,5
building__rom_082d4d4c,2B7,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,6,6
building__rom_082d4d4c,2B8,flat,native_fallback,2,1,FR_CELADON_CITY_GYM,4,15
building__rom_082d4d4c,2B9,flat,native_fallback,2,1,FR_CELADON_CITY_GYM,4,16
building__rom_082d4d4c,2BA,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,1,3
building__rom_082d4d4c,2BB,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,1,10
building__rom_082d4d4c,2BE,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,1,11
building__rom_082d4d4c,2BF,flat,native_fallback,1,1,FR_CELADON_CITY_GYM,1,4
building__rom_082d4d4c,008,flat,native_fallback,10,1,FR_CELADON_CITY_GYM,1,19
building__rom_082d4d64,000,flat,native_fallback,55,1,FR_SAFFRON_CITY_GYM,3,25
building__rom_082d4d64,281,flat,native_fallback,324,1,FR_SAFFRON_CITY_GYM,12,6
building__rom_082d4d64,283,flat,native_fallback,62,1,FR_SAFFRON_CITY_GYM,10,0
building__rom_082d4d64,284,flat,native_fallback,6,1,FR_SAFFRON_CITY_GYM,9,0
building__rom_082d4d64,285,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,13,23
building__rom_082d4d64,286,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,14,23
building__rom_082d4d64,287,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,15,23
building__rom_082d4d64,288,flat,native_fallback,33,1,FR_SAFFRON_CITY_GYM,10,3
building__rom_082d4d64,289,flat,native_fallback,9,1,FR_SAFFRON_CITY_GYM,10,2
building__rom_082d4d64,28A,flat,native_fallback,49,1,FR_SAFFRON_CITY_GYM,5,2
building__rom_082d4d64,28B,flat,native_fallback,63,1,FR_SAFFRON_CITY_GYM,10,1
building__rom_082d4d64,28C,flat,native_fallback,34,1,FR_SAFFRON_CITY_GYM,9,1
building__rom_082d4d64,28D,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,13,24
building__rom_082d4d64,28E,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,14,24
building__rom_082d4d64,28F,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,15,24
building__rom_082d4d64,293,flat,native_fallback,30,1,FR_SAFFRON_CITY_GYM,12,7
building__rom_082d4d64,294,flat,native_fallback,4,1,FR_SAFFRON_CITY_GYM,9,7
building__rom_082d4d64,295,flat,native_fallback,2,1,FR_SAFFRON_CITY_GYM,9,22
building__rom_082d4d64,296,flat,native_fallback,2,1,FR_SAFFRON_CITY_GYM,12,19
building__rom_082d4d64,297,flat,native_fallback,18,1,FR_SAFFRON_CITY_GYM,11,0
building__rom_082d4d64,298,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,12,10
building__rom_082d4d64,299,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,13,10
building__rom_082d4d64,29A,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,14,10
building__rom_082d4d64,29B,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,15,10
building__rom_082d4d64,29C,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,16,10
building__rom_082d4d64,29D,flat,native_fallback,2,1,FR_SAFFRON_CITY_GYM,9,23
building__rom_082d4d64,29E,flat,native_fallback,2,1,FR_SAFFRON_CITY_GYM,12,20
building__rom_082d4d64,29F,flat,native_fallback,18,1,FR_SAFFRON_CITY_GYM,11,1
building__rom_082d4d64,2A0,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,12,11
building__rom_082d4d64,2A1,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,13,11
building__rom_082d4d64,2A2,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,14,11
building__rom_082d4d64,2A3,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,15,11
building__rom_082d4d64,2A4,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,16,11
building__rom_082d4d64,2A5,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,14,8
building__rom_082d4d64,2A7,flat,native_fallback,18,1,FR_SAFFRON_CITY_GYM,11,2
building__rom_082d4d64,2A8,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,12,12
building__rom_082d4d64,2A9,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,13,12
building__rom_082d4d64,2AA,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,14,12
building__rom_082d4d64,2AB,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,15,12
building__rom_082d4d64,2AC,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,16,12
building__rom_082d4d64,2AD,flat,native_fallback,1,1,FR_SAFFRON_CITY_GYM,14,7
building__rom_082d4d64,008,flat,native_fallback,26,1,FR_SAFFRON_CITY_GYM,3,24
building__rom_082d4d7c,000,flat,native_fallback,30,1,FR_CINNABAR_ISLAND_GYM,3,25
building__rom_082d4d7c,174,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,24,24
building__rom_082d4d7c,175,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,25,24
building__rom_082d4d7c,176,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,26,24
building__rom_082d4d7c,281,flat,native_fallback,252,1,FR_CINNABAR_ISLAND_GYM,6,6
building__rom_082d4d7c,282,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,10,22
building__rom_082d4d7c,283,flat,native_fallback,23,1,FR_CINNABAR_ISLAND_GYM,27,0
building__rom_082d4d7c,284,flat,native_fallback,2,1,FR_CINNABAR_ISLAND_GYM,29,0
building__rom_082d4d7c,285,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,21,13
building__rom_082d4d7c,286,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,21,7
building__rom_082d4d7c,287,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,29,7
building__rom_082d4d7c,288,flat,native_fallback,10,1,FR_CINNABAR_ISLAND_GYM,9,3
building__rom_082d4d7c,289,flat,native_fallback,92,1,FR_CINNABAR_ISLAND_GYM,5,2
building__rom_082d4d7c,28A,flat,native_fallback,2,1,FR_CINNABAR_ISLAND_GYM,24,20
building__rom_082d4d7c,28B,flat,native_fallback,18,1,FR_CINNABAR_ISLAND_GYM,5,1
building__rom_082d4d7c,28C,flat,native_fallback,3,1,FR_CINNABAR_ISLAND_GYM,29,1
building__rom_082d4d7c,28D,flat,native_fallback,2,1,FR_CINNABAR_ISLAND_GYM,0,16
building__rom_082d4d7c,28E,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,21,8
building__rom_082d4d7c,28F,flat,native_fallback,2,1,FR_CINNABAR_ISLAND_GYM,29,8
building__rom_082d4d7c,290,flat,native_fallback,5,1,FR_CINNABAR_ISLAND_GYM,22,9
building__rom_082d4d7c,291,flat,native_fallback,5,1,FR_CINNABAR_ISLAND_GYM,7,7
building__rom_082d4d7c,292,flat,native_fallback,18,1,FR_CINNABAR_ISLAND_GYM,3,15
building__rom_082d4d7c,293,flat,native_fallback,6,1,FR_CINNABAR_ISLAND_GYM,16,7
building__rom_082d4d7c,294,flat,native_fallback,18,1,FR_CINNABAR_ISLAND_GYM,29,2
building__rom_082d4d7c,295,flat,native_fallback,15,1,FR_CINNABAR_ISLAND_GYM,19,3
building__rom_082d4d7c,296,flat,native_fallback,2,1,FR_CINNABAR_ISLAND_GYM,29,9
building__rom_082d4d7c,297,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,11,21
building__rom_082d4d7c,298,flat,native_fallback,8,1,FR_CINNABAR_ISLAND_GYM,8,2
building__rom_082d4d7c,299,flat,native_fallback,5,1,FR_CINNABAR_ISLAND_GYM,19,8
building__rom_082d4d7c,29A,flat,native_fallback,24,1,FR_CINNABAR_ISLAND_GYM,3,16
building__rom_082d4d7c,29B,flat,native_fallback,6,1,FR_CINNABAR_ISLAND_GYM,16,8
building__rom_082d4d7c,29C,flat,native_fallback,3,1,FR_CINNABAR_ISLAND_GYM,0,22
building__rom_082d4d7c,29D,flat,native_fallback,5,1,FR_CINNABAR_ISLAND_GYM,17,8
building__rom_082d4d7c,29E,flat,native_fallback,5,1,FR_CINNABAR_ISLAND_GYM,18,8
building__rom_082d4d7c,29F,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,11,22
building__rom_082d4d7c,2A0,flat,native_fallback,5,1,FR_CINNABAR_ISLAND_GYM,23,9
building__rom_082d4d7c,2A1,flat,native_fallback,6,1,FR_CINNABAR_ISLAND_GYM,19,9
building__rom_082d4d7c,2A2,flat,native_fallback,14,1,FR_CINNABAR_ISLAND_GYM,3,17
building__rom_082d4d7c,2A3,flat,native_fallback,7,1,FR_CINNABAR_ISLAND_GYM,16,9
building__rom_082d4d7c,2A4,flat,native_fallback,3,1,FR_CINNABAR_ISLAND_GYM,0,23
building__rom_082d4d7c,2A5,flat,native_fallback,5,1,FR_CINNABAR_ISLAND_GYM,17,9
building__rom_082d4d7c,2A6,flat,native_fallback,5,1,FR_CINNABAR_ISLAND_GYM,18,9
building__rom_082d4d7c,2A7,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,11,23
building__rom_082d4d7c,2A8,flat,native_fallback,8,1,FR_CINNABAR_ISLAND_GYM,16,2
building__rom_082d4d7c,2A9,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,4,3
building__rom_082d4d7c,2AA,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,5,3
building__rom_082d4d7c,2AB,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,6,3
building__rom_082d4d7c,2AC,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,24,23
building__rom_082d4d7c,2AD,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,25,23
building__rom_082d4d7c,2AE,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,26,23
building__rom_082d4d7c,2AF,flat,native_fallback,2,1,FR_CINNABAR_ISLAND_GYM,23,19
building__rom_082d4d7c,2B0,flat,native_fallback,25,1,FR_CINNABAR_ISLAND_GYM,29,3
building__rom_082d4d7c,2B1,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,4,4
building__rom_082d4d7c,2B2,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,5,4
building__rom_082d4d7c,2B3,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,6,4
building__rom_082d4d7c,2B4,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,5,0
building__rom_082d4d7c,2B7,flat,native_fallback,2,1,FR_CINNABAR_ISLAND_GYM,23,20
building__rom_082d4d7c,2B8,flat,native_fallback,6,1,FR_CINNABAR_ISLAND_GYM,22,7
building__rom_082d4d7c,2B9,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,4,5
building__rom_082d4d7c,2BA,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,5,5
building__rom_082d4d7c,2BB,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,6,5
building__rom_082d4d7c,2BC,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,26,14
building__rom_082d4d7c,2BD,flat,native_fallback,2,1,FR_CINNABAR_ISLAND_GYM,0,15
building__rom_082d4d7c,2BE,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,21,14
building__rom_082d4d7c,2BF,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,21,4
building__rom_082d4d7c,2C0,flat,native_fallback,2,1,FR_CINNABAR_ISLAND_GYM,23,21
building__rom_082d4d7c,2C1,flat,native_fallback,2,1,FR_CINNABAR_ISLAND_GYM,24,21
building__rom_082d4d7c,2C3,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,10,0
building__rom_082d4d7c,2C4,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,11,0
building__rom_082d4d7c,2C5,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,12,0
building__rom_082d4d7c,2C8,flat,native_fallback,3,1,FR_CINNABAR_ISLAND_GYM,8,1
building__rom_082d4d7c,2C9,flat,native_fallback,3,1,FR_CINNABAR_ISLAND_GYM,9,1
building__rom_082d4d7c,2CB,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,10,1
building__rom_082d4d7c,2CC,flat,native_fallback,19,1,FR_CINNABAR_ISLAND_GYM,11,1
building__rom_082d4d7c,2CD,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,12,1
building__rom_082d4d7c,2D2,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,3,0
building__rom_082d4d7c,2D3,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,10,20
building__rom_082d4d7c,2D4,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,11,20
building__rom_082d4d7c,2D5,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,12,20
building__rom_082d4d7c,2D6,flat,native_fallback,2,1,FR_CINNABAR_ISLAND_GYM,10,7
building__rom_082d4d7c,2D7,flat,native_fallback,2,1,FR_CINNABAR_ISLAND_GYM,12,7
building__rom_082d4d7c,2DA,flat,native_fallback,1,1,FR_CINNABAR_ISLAND_GYM,3,1
building__rom_082d4d7c,2DC,flat,native_fallback,14,1,FR_CINNABAR_ISLAND_GYM,10,2
building__rom_082d4d7c,2DD,flat,native_fallback,14,1,FR_CINNABAR_ISLAND_GYM,12,6
building__rom_082d4d7c,2DE,flat,native_fallback,2,1,FR_CINNABAR_ISLAND_GYM,10,8
building__rom_082d4d7c,2DF,flat,native_fallback,2,1,FR_CINNABAR_ISLAND_GYM,12,15
building__rom_082d4d7c,008,flat,native_fallback,27,1,FR_CINNABAR_ISLAND_GYM,3,24
building__rom_082d4e24,000,flat,native_fallback,21,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,7,9
building__rom_082d4e24,108,flat,native_fallback,2,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,2,0
building__rom_082d4e24,109,roomWall,native_fallback,39,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,3,6
building__rom_082d4e24,01A,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,3,8
building__rom_082d4e24,110,flat,native_fallback,2,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,2,1
building__rom_082d4e24,111,roomWall,native_fallback,5,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,0,5
building__rom_082d4e24,01B,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,4,8
building__rom_082d4e24,01C,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,5,8
building__rom_082d4e24,13D,flat,native_fallback,2,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,9,0
building__rom_082d4e24,13E,flat,native_fallback,2,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,10,0
building__rom_082d4e24,13F,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,3,7
building__rom_082d4e24,145,flat,native_fallback,2,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,9,1
building__rom_082d4e24,146,flat,native_fallback,2,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,10,1
building__rom_082d4e24,147,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,4,7
building__rom_082d4e24,14D,flat,native_fallback,2,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,9,2
building__rom_082d4e24,14E,flat,native_fallback,2,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,10,2
building__rom_082d4e24,14F,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,5,7
building__rom_082d4e24,150,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,6,0
building__rom_082d4e24,151,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,7,0
building__rom_082d4e24,156,flat,native_fallback,2,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,0,3
building__rom_082d4e24,158,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,6,1
building__rom_082d4e24,159,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,7,1
building__rom_082d4e24,15E,flat,native_fallback,2,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,0,7
building__rom_082d4e24,165,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,5,4
building__rom_082d4e24,166,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,6,4
building__rom_082d4e24,167,flat,native_fallback,2,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,7,4
building__rom_082d4e24,16D,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,5,5
building__rom_082d4e24,16E,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,6,5
building__rom_082d4e24,16F,flat,native_fallback,2,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,4,4
building__rom_082d4e24,17B,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,3,0
building__rom_082d4e24,17C,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,4,0
building__rom_082d4e24,17D,flat,native_fallback,1,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,5,0
building__rom_082d4e24,181,flat,native_fallback,3,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,5,1
building__rom_082d4e24,182,flat,native_fallback,3,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,5,2
building__rom_082d4e24,008,flat,native_fallback,8,1,FR_SEVEN_ISLAND_HOUSE_ROOM1,7,8
building__rom_082d4e6c,000,flat,native_fallback,146,6,FR_CELADON_CITY_DEPARTMENT_STORE_1F,13,15
building__rom_082d4e6c,281,flat,native_fallback,25,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,6,3
building__rom_082d4e6c,283,flat,native_fallback,32,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,9,0
building__rom_082d4e6c,284,flat,native_fallback,5,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,5,0
building__rom_082d4e6c,285,flat,native_fallback,5,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,6,0
building__rom_082d4e6c,286,flat,native_fallback,5,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,7,0
building__rom_082d4e6c,287,flat,native_fallback,5,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,8,0
building__rom_082d4e6c,288,flat,native_fallback,38,1,FR_CELADON_CITY_DEPARTMENT_STORE_ROOF,1,12
building__rom_082d4e6c,289,flat,native_fallback,34,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,4,4
building__rom_082d4e6c,28A,flat,native_fallback,10,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,8,2
building__rom_082d4e6c,28B,flat,native_fallback,22,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,9,1
building__rom_082d4e6c,28C,flat,native_fallback,5,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,5,1
building__rom_082d4e6c,28D,flat,native_fallback,5,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,6,1
building__rom_082d4e6c,28E,flat,native_fallback,5,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,7,1
building__rom_082d4e6c,28F,flat,native_fallback,5,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,8,1
building__rom_082d4e6c,290,flat,native_fallback,1,1,FR_CELADON_CITY_DEPARTMENT_STORE_2F,6,2
building__rom_082d4e6c,291,flat,native_fallback,1,1,FR_CELADON_CITY_DEPARTMENT_STORE_3F,6,2
building__rom_082d4e6c,292,flat,native_fallback,1,1,FR_CELADON_CITY_DEPARTMENT_STORE_4F,6,2
building__rom_082d4e6c,293,flat,native_fallback,1,1,FR_CELADON_CITY_DEPARTMENT_STORE_5F,6,2
building__rom_082d4e6c,294,flat,native_fallback,5,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,5,2
building__rom_082d4e6c,295,flat,native_fallback,1,1,FR_CELADON_CITY_DEPARTMENT_STORE_1F,6,2
building__rom_082d4e6c,296,flat,native_fallback,5,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,7,2
building__rom_082d4e6c,297,flat,native_fallback,2,2,FR_CELADON_CITY_DEPARTMENT_STORE_2F,11,2
building__rom_082d4e6c,298,flat,native_fallback,5,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,1,0
building__rom_082d4e6c,299,flat,native_fallback,2,2,FR_CELADON_CITY_DEPARTMENT_STORE_2F,1,2
building__rom_082d4e6c,29A,flat,native_fallback,2,2,FR_CELADON_CITY_DEPARTMENT_STORE_2F,2,2
building__rom_082d4e6c,29B,flat,native_fallback,2,2,FR_CELADON_CITY_DEPARTMENT_STORE_2F,10,3
building__rom_082d4e6c,29C,flat,native_fallback,2,2,FR_CELADON_CITY_DEPARTMENT_STORE_2F,11,3
building__rom_082d4e6c,29D,flat,native_fallback,2,2,FR_CELADON_CITY_DEPARTMENT_STORE_2F,10,1
building__rom_082d4e6c,29E,flat,native_fallback,2,2,FR_CELADON_CITY_DEPARTMENT_STORE_2F,11,1
building__rom_082d4e6c,29F,flat,native_fallback,5,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,10,0
building__rom_082d4e6c,2A0,flat,native_fallback,5,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,1,3
building__rom_082d4e6c,2A1,flat,native_fallback,2,2,FR_CELADON_CITY_DEPARTMENT_STORE_2F,1,3
building__rom_082d4e6c,2A2,flat,native_fallback,2,2,FR_CELADON_CITY_DEPARTMENT_STORE_2F,2,3
building__rom_082d4e6c,2A3,flat,native_fallback,2,2,FR_CELADON_CITY_DEPARTMENT_STORE_2F,3,3
building__rom_082d4e6c,2A4,flat,native_fallback,2,2,FR_CELADON_CITY_DEPARTMENT_STORE_2F,9,3
building__rom_082d4e6c,2A5,flat,native_fallback,2,2,FR_CELADON_CITY_DEPARTMENT_STORE_2F,10,2
building__rom_082d4e6c,2A7,flat,native_fallback,4,4,FR_CELADON_CITY_DEPARTMENT_STORE_2F,12,3
building__rom_082d4e6c,2A8,flat,native_fallback,3,1,FR_CELADON_CITY_DEPARTMENT_STORE_1F,11,3
building__rom_082d4e6c,2AA,flat,native_fallback,2,1,FR_CELADON_CITY_DEPARTMENT_STORE_1F,1,14
building__rom_082d4e6c,2AB,flat,native_fallback,2,1,FR_CELADON_CITY_DEPARTMENT_STORE_1F,2,14
building__rom_082d4e6c,2AC,flat,native_fallback,2,1,FR_CELADON_CITY_DEPARTMENT_STORE_1F,11,14
building__rom_082d4e6c,2AD,flat,native_fallback,2,2,FR_CELADON_CITY_DEPARTMENT_STORE_1F,10,4
building__rom_082d4e6c,2AE,flat,native_fallback,10,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,2,4
building__rom_082d4e6c,2AF,flat,native_fallback,2,2,FR_CELADON_CITY_DEPARTMENT_STORE_1F,3,4
building__rom_082d4e6c,2B0,flat,native_fallback,10,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,1,2
building__rom_082d4e6c,2B1,flat,native_fallback,10,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,10,1
building__rom_082d4e6c,2B2,flat,native_fallback,2,1,FR_CELADON_CITY_DEPARTMENT_STORE_1F,9,15
building__rom_082d4e6c,2B3,flat,native_fallback,2,1,FR_CELADON_CITY_DEPARTMENT_STORE_1F,2,15
building__rom_082d4e6c,2B4,flat,native_fallback,2,1,FR_CELADON_CITY_DEPARTMENT_STORE_1F,11,15
building__rom_082d4e6c,2B5,flat,native_fallback,2,2,FR_CELADON_CITY_DEPARTMENT_STORE_1F,10,5
building__rom_082d4e6c,2B6,flat,native_fallback,11,5,FR_CELADON_CITY_DEPARTMENT_STORE_1F,0,5
building__rom_082d4e6c,2B7,flat,native_fallback,3,3,FR_CELADON_CITY_DEPARTMENT_STORE_1F,3,5
building__rom_082d4e6c,2B8,flat,native_fallback,31,1,FR_CELADON_CITY_DEPARTMENT_STORE_ROOF,12,6
building__rom_082d4e6c,2B9,flat,native_fallback,5,1,FR_CELADON_CITY_DEPARTMENT_STORE_ROOF,1,4
building__rom_082d4e6c,2BB,flat,native_fallback,12,1,FR_CELADON_CITY_DEPARTMENT_STORE_ROOF,12,4
building__rom_082d4e6c,2BD,flat,native_fallback,20,4,FR_CELADON_CITY_DEPARTMENT_STORE_2F,9,8
building__rom_082d4e6c,2BE,flat,native_fallback,4,3,FR_CELADON_CITY_DEPARTMENT_STORE_1F,0,6
building__rom_082d4e6c,2BF,flat,native_fallback,4,3,FR_CELADON_CITY_DEPARTMENT_STORE_1F,12,12
